LR_Prob,RF_Prob,XGB_Prob
0.551190625154434,0.33,0.116953425
0.5842446941077926,0.25,0.19332005
0.03588231364263379,0.0,0.010815561
0.8799298168370412,0.9,0.8660283
0.8896172473927201,0.84,0.97365505
0.6845721642301039,0.73,0.70613545
0.1192439357042543,0.01,0.0024647475
0.0640717243918452,0.01,0.007265756
0.07109457978086467,0.0,0.0046318807
0.7500913628096166,0.4,0.67926747
0.01603411825449498,0.02,0.0767721
0.005398255083568373,0.0,5.2952786e-05
0.03728854612676074,0.0,0.0030774698
0.5284051630187784,0.44,0.69585425
0.5860527097681717,0.23,0.36388868
0.7524706233731284,0.59,0.7732889
0.6488392479825461,0.36,0.2939116
0.6808093238444192,0.59,0.70585763
0.5774859518892393,0.31,0.42873612
0.42945824304323643,0.21,0.25828412
0.76872538721572,0.39,0.24180098
0.16975594013672604,0.07,0.0132427085
0.025518101047653327,0.0,0.0036971713
0.018604845425459923,0.0,0.010191627
0.20153008022127936,0.17,0.14971153
0.8762764088201216,0.78,0.7306855
0.8493066323303873,0.61,0.7014226
0.5505396731084425,0.31,0.18863273
0.8557956168016111,0.6,0.5026538
0.04426257755880182,0.09,0.009048591
0.8772686056557318,0.46,0.78942806
0.3866510283933765,0.02,0.13227661
0.6017483879585083,0.23,0.14063568
0.7356940781138673,0.4,0.65973425
0.5011676899893281,0.33,0.16874929
0.04248135298462918,0.03,0.001133784
0.2252589703353933,0.0,0.012801693
0.4798115402527594,0.41,0.35957983
0.3547191814357832,0.11,0.09882307
0.8441562548336946,0.57,0.7783053
0.7517205051423292,0.4,0.39455196
0.5195427413345226,0.14,0.24054483
0.01718877864172685,0.02,0.007678628
0.09168479767687769,0.0,0.0144131705
0.7679619182273605,0.45,0.59232676
0.4045148865402781,0.08,0.020737477
0.0825399648358088,0.02,0.0058640316
0.24050817341566516,0.14,0.026468372
0.8332205867454634,0.47,0.5654519
0.2625893925632506,0.11,0.18478613
0.3817031597765897,0.21,0.14223997
0.17055873973605815,0.11,0.09222761
0.7319514187708354,0.35,0.18964179
0.04389481639516378,0.0,0.0020534564
0.08018880876814574,0.04,0.0020940169
0.4929274844959217,0.29,0.26065627
0.15758707541519093,0.05,0.17190799
0.7081393599962179,0.45,0.32878968
0.5406838452709938,0.18,0.11118086
0.7826157536523443,0.59,0.6243671
0.5175272584425262,0.13,0.15384726
0.08417050362988254,0.03,0.005645235
0.7988576295325299,0.65,0.8092122
0.09001713386198158,0.03,0.03379163
0.21947668084473046,0.06,0.03046535
0.8635743730487547,0.56,0.7874152
0.45879695944618576,0.37,0.3631082
0.10003381943649399,0.0,0.00053772086
0.08619020690699185,0.0,0.00045834391
0.4265396721050736,0.21,0.18493243
0.7590718513949841,0.69,0.7536665
0.8055623997070724,0.78,0.7900493
0.2784935230634198,0.15,0.0075514386
0.8692495086994279,0.98,0.9272947
0.10239315389306972,0.02,0.009675497
0.6290536686244418,0.34,0.085055955
0.2915912124726547,0.17,0.2519022
0.8836940242005192,0.83,0.86173725
0.018416528333915556,0.23,0.00066814816
0.5527867924147402,0.26,0.2375725
0.8085106466020402,0.82,0.9062896
0.7963202176064167,0.71,0.9409368
0.019322483603304384,0.05,0.0058264937
0.8211095963141897,0.5,0.52043885
0.37844548060577465,0.1,0.009397294
0.6452944461302317,0.22,0.18156941
0.48774403281745876,0.1,0.055336546
0.845295009656978,0.6,0.7576058
0.5662139504452526,0.3,0.2850032
0.005367195078585742,0.0,0.00095094374
0.7968587421588131,0.43,0.4029536
0.8041686779273025,0.35,0.74238425
0.4540402814601354,0.28,0.17613225
0.03644033333465718,0.06,0.006436373
0.5057633930999706,0.11,0.14701657
0.026993765576638885,0.03,0.0032245128
0.5456035620350891,0.19,0.27454558
0.7107298126263933,0.63,0.34533316
0.3099420962724781,0.29,0.42257085
0.03338510566093434,0.0,0.018495208
0.05793407516148429,0.05,0.0021219067
0.04810433012017552,0.0,0.00093457825
0.4230671469351936,0.16,0.04741479
0.8604725829087867,0.61,0.7098639
0.05727341362606251,0.01,0.0042968327
0.019385296431306657,0.03,0.008225799
0.010701290116760367,0.1,0.03816707
0.8341145918062667,0.53,0.39896625
0.7363600987447413,0.27,0.20592494
0.06056394052887127,0.04,0.0024318092
0.22256696646696678,0.04,0.021211326
0.37389217448776824,0.13,0.00940022
0.024636571241244017,0.03,0.0027781175
0.4671725400466865,0.31,0.25026262
0.05521301782511206,0.03,0.020629745
0.8167975343618705,0.37,0.07545038
0.8580009347490595,0.92,0.77353656
0.026501070764284127,0.04,0.0054903287
0.028716115632462444,0.02,0.0060011917
0.8268051241008051,0.7,0.7327899
0.04432939468877556,0.0,0.0008683333
0.24067760945854802,0.07,0.07414131
0.027041467386015417,0.0,0.0021347306
0.1079259733762875,0.05,0.050107233
0.8244307365066414,0.9,0.8772098
0.8480569014639084,0.42,0.9172435
0.2652124240036432,0.05,0.0018995255
0.5689338344941508,0.5,0.6006341
0.03824160693947144,0.1,0.037349623
0.6808317728423067,0.8,0.7493258
0.21100807559807855,0.12,0.014173492
0.0511326224355006,0.06,0.009206486
0.07461518804741256,0.25,0.0064008334
0.21336936006463986,0.06,0.010950288
0.7617804985973591,0.42,0.72025925
0.03170897294826178,0.01,0.0069797635
0.41932224205655705,0.16,0.23776492
0.07616001877281298,0.0,0.0006369611
0.05058149621129052,0.01,0.0014136208
0.1166412141849226,0.03,0.0035647883
0.052476406615170945,0.06,0.021128751
0.0038589157512850547,0.01,0.0015463643
0.5151325207892948,0.48,0.6475021
0.9138954630461495,0.93,0.8796392
0.03134553891556026,0.02,0.0312858
0.17480980408775204,0.05,0.032820165
0.021523276143489593,0.0,0.0014561414
0.3795051032241739,0.2,0.059997138
0.2174492070174535,0.01,0.01116032
0.033033461987625204,0.02,0.014022766
0.4837335940991264,0.17,0.18557699
0.7260236585534127,0.55,0.65390605
0.2742082658917941,0.15,0.023542259
0.641993181991719,0.2,0.51994103
0.038795252142411536,0.0,0.00011651878
0.28556054600894615,0.12,0.053560495
0.5667694165517211,0.19,0.13866846
0.8790226627647216,0.65,0.39952126
0.07774466710286355,0.02,0.005544627
0.022562602496872537,0.03,0.0044867294
0.8069664725915427,0.51,0.442383
0.08540217457243322,0.04,0.0020233141
0.048653563486576845,0.0,0.0005994199
0.4030999133541182,0.3,0.032263614
0.19265377654610044,0.13,0.025804125
0.5895500862551853,0.29,0.37147295
0.3971459012488648,0.1,0.06627352
0.6254550341542037,0.35,0.46899644
0.07045621583907986,0.04,0.017967565
0.676259892179862,0.25,0.15811709
0.6481021024829712,0.24,0.22580118
0.5311215421915564,0.37,0.45401272
0.408925791100771,0.45,0.5661499
0.44542585282669617,0.12,0.09961483
0.03580083113266886,0.01,0.0021308642
0.486017193610546,0.28,0.28256196
0.342739576262688,0.1,0.06343223
0.0193948900345408,0.09,0.10570098
0.7839326465142107,0.42,0.2780496
0.8556327398690158,0.84,0.92324066
0.6927805578567422,0.61,0.76817673
0.5013088464553335,0.17,0.07717231
0.6500739363351351,0.65,0.50813955
0.21640581936450942,0.0,0.06821385
0.18234149978163114,0.07,0.014827678
0.3380954970445992,0.13,0.04753969
0.7549333530437117,0.72,0.8464097
0.36691105011177283,0.21,0.0494667
0.8965723242767218,0.79,0.890546
0.03643061726696229,0.0,0.00047148662
0.006267173380112457,0.0,0.00016997075
0.7462470988485232,0.64,0.7616745
0.800649969296143,0.53,0.6036328
0.2879142758807829,0.09,0.03339875
0.6830567861636927,0.32,0.4339387
0.8379586094786267,0.44,0.20783195
0.5319158234088425,0.33,0.23997024
0.3981090894836637,0.6227018087638003,0.47820583
0.005505069428989342,0.0,9.802086e-05
0.11453567830456074,0.02,0.019082742
0.06590469152206972,0.01,0.019403283
0.06827348176497806,0.0,0.005128016
0.27850988781769886,0.05,0.03109599
0.035359443041709765,0.01,0.0018198044
0.7271951073815129,0.33,0.11206602
0.8407351327009923,0.56,0.73229265
0.7072379464528904,0.23,0.15511493
0.09724886961967895,0.01,0.003775559
0.7502439801329653,0.63,0.44345117
0.24067600841748693,0.12,0.17790398
0.012375633476220622,0.04,0.02280271
0.43682169363944073,0.17,0.025381856
0.09473517283033348,0.01,0.0008643561
0.014542653345519518,0.03,0.003124859
0.33835040420391566,0.08,0.07621578
0.2764717816117332,0.25,0.19228967
0.1656161131477963,0.06,0.06503142
0.5075604645743603,0.3,0.47783983
0.6976979231170293,0.48,0.6955276
0.017107288420760543,0.01,0.002754477
0.05279666007348883,0.02,0.0022659795
0.1992805350218825,0.09,0.027995963
0.7831322221216717,0.7,0.8053653
0.046380732379796355,0.07,0.0028412354
0.7067426477630434,0.23,0.19385682
0.46225139557854583,0.3,0.09595239
0.01206521581435269,0.17,0.08408878
0.6165023291387028,0.19,0.2583407
0.854715139408604,0.61,0.687915
0.26183732976528373,0.02,0.010015934
0.45548377742211715,0.12,0.05885718
0.08776388160506514,0.01,0.004295285
0.2752327750082601,0.12,0.034749176
0.256388689735183,0.16,0.13147144
0.37350477369657975,0.2,0.13916579
0.40437905481980474,0.06,0.02553474
0.0695646362160306,0.06,0.0052293427
0.7149228594913243,0.19,0.21051286
0.38887608849718824,0.22,0.041034225
0.40347693400459494,0.05,0.055038586
0.4665279919634348,0.25,0.047820836
0.24703697268422276,0.15,0.10737185
0.6883161477012893,0.41,0.7241945
0.3131370251750969,0.03,0.0074180085
0.6558808274897147,0.48,0.44432548
0.6894894530018398,0.07,0.51048595
0.7386846802406437,0.75,0.61360043
0.2357290405230544,0.16,0.024045914
0.7440785573219507,0.34,0.43304455
0.7582989384406257,0.28,0.15040328
0.15083478856225382,0.04,0.005756632
0.7157050204154548,0.54,0.60368884
0.8393655533529448,0.62,0.7402085
0.611634320314916,0.32,0.47307694
0.09612156311239098,0.04,0.056804802
0.7081636588194676,0.14,0.22521569
0.14134087892848465,0.02,0.026926119
0.037499600820885534,0.0,0.00024808836
0.6990643614309799,0.49,0.41834885
0.3736324513289459,0.17,0.13061832
0.06325194708072521,0.01,0.0008840136
0.052835006771924146,0.0,0.002078289
0.29810280117966426,0.14,0.035239324
0.7208209255771991,0.51,0.57931215
0.2944474900236723,0.06,0.04276807
0.9145617133309452,0.97,0.9318929
0.3450431963652211,0.12,0.056405082
0.026281126679737296,0.0,0.0022920324
0.06664526702754338,0.0,0.01694786
0.7306005434967117,0.51,0.49239582
0.6303323609191308,0.39,0.5457382
0.5372153796052354,0.32,0.17380753
0.07792268994528008,0.06,0.034929864
0.010314205516459922,0.0,0.006925301
0.3492678849704992,0.1,0.33541465
0.39826589085344105,0.24,0.050834738
0.1006490722539866,0.05,0.0121203875
0.04214043076808928,0.09,0.034625947
0.07583098616701382,0.03,0.0025871892
0.46749612939692464,0.26,0.21691325
0.07752740674909288,0.02,0.0018083078
0.8743131272862177,0.79,0.8332101
0.8808271766267488,0.55,0.7311143
0.8141731192859468,0.58,0.6659779
0.1264226867857688,0.0,0.0009935233
0.7342877972025235,0.47,0.43281263
0.8322216380903904,0.94,0.8716445
0.3976256663645087,0.537237215289609,0.5550331
0.6207817753247556,0.2,0.5728417
0.19921413284385647,0.11,0.027926978
0.3702447507639406,0.12,0.22058366
0.6033346258661924,0.44,0.35393462
0.16032621755821974,0.03,0.025013814
0.7255054090662574,0.56,0.7735972
0.07683316264435718,0.01,0.0043116244
0.03945720475230677,0.0,0.0023210968
0.3152446768608994,0.25,0.23324557
0.6759653357206226,0.26,0.4377488
0.2285866791447796,0.01,0.0138838515
0.8740145704799313,0.93,0.7978096
0.5464283636973899,0.49,0.33007047
0.9330077356200631,0.95,0.93084556
0.7623552153653563,0.42,0.44491032
0.3924827696777477,0.05,0.3147434
0.046069485251954624,0.01,0.011036108
0.007843888288464993,0.02,0.00074270356
0.04257767197230346,0.0,0.006939016
0.17653525379667445,0.01,0.00565975
0.6300477463091064,0.39,0.34783298
0.01852459912064093,0.03,0.0025510653
0.35290091020172637,0.18,0.4317909
0.8449574382536306,0.82,0.82099015
0.7258752501552737,0.53,0.26544395
0.24585501828315529,0.04,0.018004233
0.9032162599391415,0.4,0.7302473
0.8826710737463322,0.62,0.4871836
0.22858556854877488,0.13,0.14444079
0.8705457648576002,0.6,0.46640825
0.0335286456569244,0.01,0.0059086736
0.0955356442951635,0.12,0.057043932
0.6070557980452082,0.13,0.021572867
0.4675889791647272,0.14,0.0845969
0.7712167534656564,0.63,0.7225214
0.0552756709074747,0.01,0.0018162549
0.8150516088907955,0.76,0.9020185
0.10397642838546987,0.04734254368143031,0.00832007
0.7476088607994282,0.72,0.784716
0.7027945308513066,0.22,0.1835085
0.8557206978383747,0.71,0.7428762
0.26485314740150384,0.06,0.026288541
0.22510772224990452,0.06,0.00236801
0.04270846678446967,0.01,0.0029060082
0.7051875887631284,0.35,0.13817427
0.005362731637375207,0.0,0.00018903686
0.6435171922036496,0.28,0.13672021
0.2654060800966454,0.2,0.04931485
0.35986296923733146,0.23,0.020892676
0.7139750722615067,0.32,0.46705714
0.25159520407993935,0.11,0.057713397
0.05152246820144699,0.0,0.0008256583
0.2304138995308919,0.05,0.010142071
0.5732073715418184,0.22,0.38711584
0.12600584630368375,0.05,0.002244796
0.46964054048477866,0.14,0.05334388
0.011660357193697079,0.0,0.0004181291
